,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
0,MA-1,0,regulatory,arcA,2.993701018433648e-12,8.232677800692531e-10,0.9,0.05555555555555555,0.10465116279069767,9.0
4,MA-1,1,regulatory,fnr,2.368387169943014e-19,6.513064717343289e-17,0.5384615384615384,0.1003584229390681,0.1691842900302115,28.0
7,MA-1,5,regulatory,rpoS,1.5658668827291192e-24,4.306133927505078e-22,0.49382716049382713,0.1360544217687075,0.21333333333333335,40.0
8,MA-1,6,regulatory,dksA,2.1342934871900728e-30,5.8693070897727e-28,0.7857142857142857,0.2037037037037037,0.32352941176470584,22.0
10,MA-1,10,regulatory,fis,7.14764666083182e-15,1.9656028317287504e-12,0.5833333333333334,0.09722222222222222,0.16666666666666666,14.0
15,MA-1,11,regulatory,araC,1.42047616125525e-23,3.9063094434519375e-21,0.6666666666666666,0.7142857142857143,0.689655172413793,10.0
20,MA-1,12,regulatory,cysB,1.1912684924206366e-28,3.2759883541567505e-26,0.7777777777777778,0.4827586206896552,0.5957446808510638,14.0
21,MA-1,13,regulatory,pdhR,7.947424379594584e-12,1.7446265564310999e-09,0.5384615384615384,0.18421052631578946,0.2745098039215686,7.0
29,MA-1,15,regulatory,glpR,1.0493255230063644e-17,2.885645188267502e-15,0.5,0.875,0.6363636363636364,7.0
30,MA-1,21,regulatory,cpxR,9.57673880670938e-12,2.6336031718450796e-09,0.3448275862068966,0.15873015873015872,0.21739130434782608,10.0
31,MA-1,32,regulatory,csiR,4.603779649843108e-12,1.2660394037068545e-09,0.21739130434782608,1.0,0.3571428571428571,5.0
34,MA-1,34,regulatory,fur,3.4717484832296874e-53,9.54730832888164e-51,0.8409090909090909,0.3333333333333333,0.4774193548387096,37.0
36,MA-1,35,regulatory,cra,2.486972488225715e-10,6.839174342620717e-08,0.8571428571428571,0.0821917808219178,0.15,6.0
37,MA-1,36,regulatory,tdcA,3.712138531863015e-12,5.104190481311646e-10,1.0,0.5714285714285714,0.7272727272727273,4.0
39,MA-1,38,regulatory,bluR,1.1270052582720482e-09,3.0992644602481324e-07,0.16666666666666666,1.0,0.2857142857142857,4.0
