,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
0,MA-1,0,functional,tricarboxylic acid cycle,1.0242875272467496e-10,3.4108774657316763e-07,0.5,0.3333333333333333,0.4,5
5,MA-1,1,functional,anaerobic respiration,6.383490962174983e-10,2.1257024904042695e-06,0.19230769230769232,0.19607843137254902,0.19417475728155342,10
12,MA-1,6,functional,structural constituent of ribosome,1.3154546393684813e-39,4.380463949097043e-36,0.7857142857142857,0.4583333333333333,0.5789473684210527,22
22,MA-1,10,functional,NADH dehydrogenase complex,9.198794186964091e-21,3.0631984642590424e-17,0.4166666666666667,0.7142857142857143,0.5263157894736842,10
37,MA-1,11,functional,galactose catabolic process via UDP-galactose,5.032630722346335e-09,1.6758660305413294e-05,0.26666666666666666,0.5714285714285714,0.36363636363636365,4
43,MA-1,12,functional,sulfur compound metabolic process,4.03053966417676e-08,0.0001342169708170861,0.2222222222222222,0.4444444444444444,0.2962962962962963,4
45,MA-1,13,functional,cytochrome bo3 ubiquinol oxidase activity,7.583368715081078e-11,8.417539273739997e-08,0.3076923076923077,1.0,0.47058823529411764,4
54,MA-1,14,functional,hyperosmotic response,5.75678443522022e-09,1.9170092169283335e-05,1.0,0.375,0.5454545454545454,3
57,MA-1,15,functional,glycerol-3-phosphate catabolic process,3.74190988290361e-08,3.1151399775172554e-05,0.21428571428571427,1.0,0.35294117647058826,3
62,MA-1,16,functional,lipopolysaccharide core region biosynthetic process,4.220761251624843e-14,1.4055134967910726e-10,0.42105263157894735,0.3333333333333333,0.372093023255814,8
63,MA-1,18,functional,organic phosphonate catabolic process,9.698762257491448e-10,3.2296878317446523e-06,0.06593406593406594,0.8571428571428571,0.12244897959183673,6
66,MA-1,27,functional,transcriptional attenuation,1.8205830776434848e-07,0.0006062541648552804,0.13043478260869565,1.0,0.23076923076923078,3
67,MA-1,28,functional,DLP12 prophage,3.2929987400016795e-09,1.0965685804205592e-05,0.17647058823529413,0.35294117647058826,0.23529411764705885,6
69,MA-1,32,functional,heme transport,1.1603314338136206e-07,0.00038639036745993565,0.17391304347826086,0.4444444444444444,0.25,4
71,MA-1,34,functional,enterobactin biosynthetic process,1.0380050758355787e-11,3.4565569025324775e-08,0.13636363636363635,0.8571428571428571,0.2352941176470588,6
81,MA-1,35,functional,glycolytic process,2.6394133935197636e-09,8.789246600420814e-06,0.5714285714285714,0.3076923076923077,0.4,4
82,MA-1,37,functional,mannose transport,1.1719168314588236e-07,0.00019512415243789415,0.15,1.0,0.2608695652173913,3
88,MA-1,39,functional,response to heat,5.765540784480487e-24,1.9199250812320024e-20,0.4722222222222222,0.3269230769230769,0.38636363636363635,17
97,MA-1,41,functional,DNA polymerase V complex,1.3288577404573522e-07,0.0004425096275722983,1.0,1.0,1.0,2
101,MA-1,45,functional,Qin prophage,2.6727927735010743e-07,0.0008900399935758578,1.0,0.11538461538461539,0.20689655172413793,3
102,MA-1,49,functional,bacterial-type flagellum-dependent cell motility,3.985701399418015e-21,1.3272385660061992e-17,0.24074074074074073,0.6842105263157895,0.3561643835616438,13
111,MA-1,52,functional,maltodextrin transport,6.3209789242697e-14,2.1048859817818103e-10,0.45454545454545453,1.0,0.625,5
115,MA-1,55,functional,methylgalactoside transport,4.9277048093875835e-08,0.00016409257015260654,0.3,0.75,0.4285714285714285,3
118,MA-1,57,functional,hydrogenase (acceptor) activity,4.6722513447924326e-07,0.00155585969781588,0.15,0.75,0.24999999999999997,3
120,MA-1,58,functional,glutamine metabolic process,6.952568084640096e-07,0.002315205172185152,0.17647058823529413,0.6,0.2727272727272727,3
121,MA-1,60,functional,3-phenylpropionate catabolic process,7.068363044279604e-07,0.0023537648937451082,0.05194805194805195,0.8,0.0975609756097561,4
122,MA-1,61,functional,glycine decarboxylation via glycine cleavage system,8.219205015029286e-09,2.7369952700047522e-05,0.5,0.75,0.6,3
123,MA-1,65,functional,D-arabinose catabolic process,2.849608295441987e-06,0.009489195623821816,0.05357142857142857,1.0,0.10169491525423728,3
124,MA-1,68,functional,intracellular pH elevation,3.81395718873166e-09,1.2700477438476428e-05,0.125,1.0,0.2222222222222222,4
125,MA-1,72,functional,anaerobic respiration,3.1606621572891073e-09,1.0525004983772728e-05,0.25806451612903225,0.1568627450980392,0.1951219512195122,8
127,MA-1,73,functional,[Ni-Fe] hydrogenase complex,1.5228860993500433e-06,0.005071210710835644,0.06896551724137931,0.5714285714285714,0.12307692307692308,4
128,MA-1,75,functional,iron-sulfur cluster assembly,6.706010727995502e-09,2.2331015724225023e-05,0.5714285714285714,0.25,0.34782608695652173,4
129,MA-1,80,functional,galactitol transport,3.3456465189043156e-07,0.000371366763598379,0.16666666666666666,0.75,0.27272727272727276,3
133,MA-1,81,functional,response to cold,7.849050004017746e-10,2.6137336513379097e-06,0.6666666666666666,0.3333333333333333,0.4444444444444444,4
134,MA-1,86,functional,e14 prophage,4.451079559264592e-17,1.4822094932351092e-13,1.0,0.3333333333333333,0.5,7
135,MA-1,88,functional,SOS response,1.1619788684385772e-27,3.869389631900463e-24,0.5185185185185185,0.6666666666666666,0.5833333333333334,14
137,MA-1,89,functional,glutamine transport,1.6961954139535548e-08,5.648330728465338e-05,0.2727272727272727,1.0,0.42857142857142855,3
142,MA-1,91,functional,e14 prophage,4.7598546850514095e-27,1.5850316101221194e-23,1.0,0.5238095238095238,0.6875000000000001,11
143,MA-1,94,functional,e14 prophage,1.357731372659057e-06,0.00452124547095466,0.6,0.14285714285714285,0.23076923076923073,3
144,MA-1,102,functional,deoxyribonucleotide biosynthetic process,2.391121535046936e-06,0.003981217355853149,0.6666666666666666,0.5,0.5714285714285715,2
147,MA-2,0,functional,bacterial-type flagellum-dependent cell motility,1.2729725578610877e-17,4.2389986176774224e-14,0.2391304347826087,0.5789473684210527,0.3384615384615385,11
156,MA-2,2,functional,anaerobic respiration,3.891689360264432e-08,0.00012959325569680558,0.5555555555555556,0.09803921568627451,0.16666666666666669,5
159,MA-2,4,functional,maltodextrin transport,8.209063538012624e-16,2.7336181581582037e-12,0.8333333333333334,1.0,0.9090909090909091,5
165,MA-2,6,functional,sulfur compound metabolic process,9.002513520636709e-10,2.2338854226463634e-06,0.2,0.5555555555555556,0.29411764705882354,5
166,MA-2,7,functional,tricarboxylic acid cycle,7.105835544261617e-16,2.3662432362391187e-12,0.12222222222222222,0.7333333333333333,0.2095238095238095,11
184,MA-2,10,functional,intracellular pH elevation,1.1737538097242238e-07,0.0003908600186381665,0.23076923076923078,0.75,0.3529411764705882,3
185,MA-2,12,functional,D-methionine transport,3.74190988290361e-08,0.00012460559910069022,0.21428571428571427,1.0,0.35294117647058826,3
190,MA-2,13,functional,'de novo' pyrimidine nucleobase biosynthetic process,2.2537253501277992e-07,0.0007504905415925572,0.25,0.6,0.35294117647058826,3
