sample_id,project_id,condition_id,rep,dataset,baseline,gene_change,change_type,machine,PMID,GEO,CEL_file,creator,creator-email,run-date,strain-description,growth-stage,temperature,isolate-type,base-media,carbon-source,nitrogen-source,Unnamed: 18,electron-acceptor,supplement,environment,,,,,,,,,,,,,,
dinI___U_N0025_r1,dinI,U_N0025,1,MA-1,,b1061,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dinI___U_N0025_r2,dinI,U_N0025,2,MA-1,,b1061,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dinI___U_N0025_r3,dinI,U_N0025,3,MA-1,,b1061,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dinP___U_N0025_r1,dinP,U_N0025,1,MA-1,,b0231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dinP___U_N0025_r2,dinP,U_N0025,2,MA-1,,b0231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
dinP___U_N0025_r3,dinP,U_N0025,3,MA-1,,b0231,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lexA___U_N0025_r1,lexA,U_N0025,1,MA-1,,b4043,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lexA___U_N0025_r2,lexA,U_N0025,2,MA-1,,b4043,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lexA___U_N0025_r3,lexA,U_N0025,3,MA-1,,b4043,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lon___U_N0025_r1,lon,U_N0025,1,MA-1,,b0439,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lon___U_N0025_r2,lon,U_N0025,2,MA-1,,b0439,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
lon___U_N0025_r3,lon,U_N0025,3,MA-1,,b0439,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0025_r1,luc,U_N0025,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0025_r2,luc,U_N0025,2,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0025_r3,luc,U_N0025,3,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
mazF___U_N0025_r1,mazF,U_N0025,1,MA-1,,b2782,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
mazF___U_N0025_r2,mazF,U_N0025,2,MA-1,,b2782,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
mazF___U_N0025_r3,mazF,U_N0025,3,MA-1,,b2782,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
recA___U_N0025_r1,recA,U_N0025,1,MA-1,,b2699,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
recA___U_N0025_r2,recA,U_N0025,2,MA-1,,b2699,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
recA___U_N0025_r3,recA,U_N0025,3,MA-1,,b2699,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
relE___U_N0025_r1,relE,U_N0025,1,MA-1,,b1563,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
relE___U_N0025_r2,relE,U_N0025,2,MA-1,,b1563,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
relE___U_N0025_r3,relE,U_N0025,3,MA-1,,b1563,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ruvA___U_N0025_r1,ruvA,U_N0025,1,MA-1,,b1861,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ruvA___U_N0025_r2,ruvA,U_N0025,2,MA-1,,b1861,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
ruvA___U_N0025_r3,ruvA,U_N0025,3,MA-1,,b1861,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
sulA___U_N0025_r1,sulA,U_N0025,1,MA-1,,b0958,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
sulA___U_N0025_r2,sulA,U_N0025,2,MA-1,,b0958,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
sulA___U_N0025_r3,sulA,U_N0025,3,MA-1,,b0958,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
umuD___U_N0025_r1,umuD,U_N0025,1,MA-1,,b1183,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
umuD___U_N0025_r2,umuD,U_N0025,2,MA-1,,b1183,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
umuD___U_N0025_r3,umuD,U_N0025,3,MA-1,,b1183,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
uvrA___U_N0025_r1,uvrA,U_N0025,1,MA-1,,b4058,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
uvrA___U_N0025_r2,uvrA,U_N0025,2,MA-1,,b4058,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
uvrA___U_N0025_r3,uvrA,U_N0025,3,MA-1,,b4058,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
yebF__U_N0075_r1,yebF,U_N0075,1,MA-1,,b1847,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
yebF__U_N0075_r2,yebF,U_N0075,2,MA-1,,b1847,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
yebF__U_N0075_r3,yebF,U_N0075,3,MA-1,,b1847,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0075_r1,luc,U_N0075,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0075_r2,luc,U_N0075,2,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0075_r3,luc,U_N0075,3,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
zipA__U_N0075_r1,zipA,U_N0075,1,MA-1,,b2412,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
zipA__U_N0075_r2,zipA,U_N0075,2,MA-1,,b2412,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
zipA__U_N0075_r3,zipA,U_N0075,3,MA-1,,b2412,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0000_r1,luc,U_N0000,1,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0000_r2,luc,U_N0000,2,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
luc___U_N0000_r3,luc,U_N0000,3,MA-1,,,,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
b2618_U_N0075_r1,b2618,U_N0075,1,MA-1,,b2618,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
b2618_U_N0075_r2,b2618,U_N0075,2,MA-1,,b2618,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
b2618_U_N0075_r3,b2618,U_N0075,3,MA-1,,b2618,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
bcp___U_N0075_r1,bcp,U_N0075,1,MA-1,,b2480,overexpression,GPL199 (Faith),,GSE6836,,Timothy S Gardner,tgardner@bu.edu,01/22/2007,Escherichia coli str. K-12 substr. MG1655,,,,,,,,,,,,,,,,,,,,,,,,
