,dataset,component,type,description,pvalue,qvalue,precision,recall,f1score,TP
0,colombos,1,biological,response to heat,6.38051469984363e-17,2.124711395047929e-13,0.2236842105263158,0.3269230769230769,0.265625,17
1,colombos,1,biological,ATP-dependent peptidase activity,3.717832825315955e-09,6.190191654151066e-06,0.06578947368421052,1.0,0.12345679012345677,5
2,colombos,1,biological,proteolysis,1.8954147564548275e-07,0.00021039103796648584,0.09210526315789473,0.3181818181818182,0.14285714285714285,7
3,colombos,1,biological,cytosol,6.038396985847049e-07,0.0005026965490717669,0.5263157894736842,0.04153686396677051,0.0769971126082772,40
4,colombos,1,biological,ATPase activity,2.200921836366415e-06,0.0014658139430200323,0.10526315789473684,0.18604651162790697,0.13445378151260504,8
5,colombos,1,biological,protein binding,6.051538190089e-06,0.003358603695499395,0.5,0.0395010395010395,0.07321772639691715,38
6,colombos,1,biological,membrane protein complex,9.108783792260231e-06,0.0043331785754609385,0.039473684210526314,1.0,0.07594936708860758,3
7,colombos,2,biological,formate dehydrogenase (quinone) activity,1.2946188795391035e-08,2.1555404344326074e-05,0.6,0.6,0.6,3
8,colombos,2,biological,formate dehydrogenase complex,1.2946188795391035e-08,2.1555404344326074e-05,0.6,0.6,0.6,3
9,colombos,2,biological,formate oxidation,2.588155181164053e-08,2.8728522510920988e-05,0.6,0.5,0.5454545454545454,3
10,colombos,2,biological,cellular respiration,4.527377478371404e-08,3.7690417507441935e-05,0.6,0.42857142857142855,0.5,3
11,colombos,3,biological,nickel-transporting ATPase activity,7.220405793607497e-13,2.4043951292712966e-09,0.8,1.0,0.888888888888889,4
12,colombos,3,biological,nickel cation transmembrane transport,1.0825778987585886e-11,1.80249220143305e-08,0.8,0.6666666666666666,0.7272727272727272,4
13,colombos,3,biological,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",3.3113812348069754e-08,3.675633170635743e-05,0.8,0.11764705882352941,0.20512820512820512,4
14,colombos,3,biological,nickel cation binding,4.6868725723966945e-07,0.00039018214165202484,0.6,0.21428571428571427,0.3157894736842105,3
15,colombos,5,biological,anaerobic electron transport chain,9.066327529265919e-07,0.0030190870672455513,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
16,colombos,6,biological,methionine biosynthetic process,7.45072081879261e-12,2.481090032657939e-08,0.29411764705882354,0.8333333333333334,0.4347826086956522,5
17,colombos,6,biological,D-methionine transport,8.810772373736836e-08,0.00014669936002271832,0.17647058823529413,1.0,0.3,3
18,colombos,6,biological,methionine transport,8.759293391904406e-07,0.0009722815665013891,0.17647058823529413,0.6,0.2727272727272727,3
19,colombos,7,biological,glycerol-3-phosphate catabolic process,6.972171491641171e-06,0.0077391103557217,0.3333333333333333,0.6666666666666666,0.4444444444444444,2
20,colombos,7,biological,glycerol-3-phosphate dehydrogenase activity,6.972171491641171e-06,0.0077391103557217,0.3333333333333333,0.6666666666666666,0.4444444444444444,2
21,colombos,7,biological,glycerol-3-phosphate dehydrogenase complex,6.972171491641171e-06,0.0077391103557217,0.3333333333333333,0.6666666666666666,0.4444444444444444,2
22,colombos,10,biological,glucose import across plasma membrane,1.0108568111050463e-11,3.366153180979804e-08,0.5,1.0,0.6666666666666666,4
24,colombos,10,biological,phosphoenolpyruvate-dependent sugar phosphotransferase system,6.300826865236637e-09,6.040561883288379e-06,0.625,0.1282051282051282,0.21276595744680848,5
23,colombos,10,biological,mannose transport,7.255930190136191e-09,6.040561883288379e-06,0.375,1.0,0.5454545454545454,3
25,colombos,10,biological,protein-N(PI)-phosphohistidine-mannose phosphotransferase system transporter activity,7.255930190136191e-09,6.040561883288379e-06,0.375,1.0,0.5454545454545454,3
26,colombos,10,biological,N-acetylglucosamine transport,2.8993395056380138e-08,1.930960110754917e-05,0.375,0.75,0.5,3
27,colombos,10,biological,fructose import,7.240774099596767e-08,4.018629625276205e-05,0.375,0.6,0.4615384615384615,3
28,colombos,11,biological,hyperosmotic response,7.255930190115878e-09,2.4162247533085876e-05,1.0,0.375,0.5454545454545454,3
29,colombos,11,biological,glycine betaine transport,1.554842183597152e-08,2.5888122356892583e-05,1.0,0.3,0.4615384615384615,3
30,colombos,11,biological,amine transmembrane transporter activity,4.651569532604403e-07,0.0005163242181190887,0.6666666666666666,1.0,0.8,2
31,colombos,12,biological,sulfate transport,1.4791853276104498e-07,0.0004925687140942798,0.23076923076923078,0.75,0.3529411764705882,3
