ContrastName	TestAnnotation
E-TABM-103.14.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.14.ch1-vs-E-TABM-103.3.ch1	TIME:186+120min
E-TABM-103.14.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.14.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.19.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.19.ch1-vs-E-TABM-103.3.ch1	TIME:186+180min
E-TABM-103.19.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.19.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.24.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.24.ch1-vs-E-TABM-103.3.ch1	TIME:186+216min
E-TABM-103.24.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.24.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.29.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.29.ch1-vs-E-TABM-103.3.ch1	TIME:186+282min
E-TABM-103.29.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.29.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.34.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.34.ch1-vs-E-TABM-103.3.ch1	TIME:186+354min
E-TABM-103.34.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.34.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.39.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.39.ch1-vs-E-TABM-103.3.ch1	TIME:186+774min
E-TABM-103.39.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.39.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.44.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.44.ch1-vs-E-TABM-103.3.ch1	TIME:186min
E-TABM-103.44.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.44.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.48.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.48.ch1-vs-E-TABM-103.3.ch1	TIME:186+90min
E-TABM-103.48.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.48.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.51.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.51.ch1-vs-E-TABM-103.3.ch1	TIME:186+120min
E-TABM-103.51.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.51.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.54.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.54.ch1-vs-E-TABM-103.3.ch1	TIME:186+180min
E-TABM-103.54.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.54.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.57.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.57.ch1-vs-E-TABM-103.3.ch1	TIME:186+216min
E-TABM-103.57.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.57.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.60.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.60.ch1-vs-E-TABM-103.3.ch1	TIME:186+282min
E-TABM-103.60.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.60.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.63.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.63.ch1-vs-E-TABM-103.3.ch1	TIME:186+354min
E-TABM-103.63.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.63.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.66.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.66.ch1-vs-E-TABM-103.3.ch1	TIME:186+774min
E-TABM-103.66.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.66.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-TABM-103.9.ch1-vs-E-TABM-103.3.ch1	MEDIUM.LB:1
E-TABM-103.9.ch1-vs-E-TABM-103.3.ch1	TIME:186+90min
E-TABM-103.9.ch1-vs-E-TABM-103.3.ch1	GROWTH.EXPONENTIAL:1
E-TABM-103.9.ch1-vs-E-TABM-103.3.ch1	STRAIN.RP437:1
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	STRAIN.MG1655:1
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	TEMPERATURE:37°C
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	GROWTH.EXPONENTIAL:1
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	BIOREACTOR:1
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	MEDIUM.GGM:1
E-MEXP-222.7366.ch1-vs-E-MEXP-222.7366.ch2	ZnSO4:1
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	STRAIN.MG1655:1
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	TEMPERATURE:37°C
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	GROWTH.EXPONENTIAL:1
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	BIOREACTOR:1
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	MEDIUM.GGM:1
E-MEXP-222.7367.ch2-vs-E-MEXP-222.7367.ch1	ZnSO4:1
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	STRAIN.MG1655:1
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	TEMPERATURE:37°C
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	GROWTH.EXPONENTIAL:1
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	BIOREACTOR:1
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	MEDIUM.GGM:1
E-MEXP-222.7368.ch1-vs-E-MEXP-222.7368.ch2	ZnSO4:1
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	STRAIN.MG1655:1
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	TEMPERATURE:37°C
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	GROWTH.EXPONENTIAL:1
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	BIOREACTOR:1
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	MEDIUM.GGM:1
E-MEXP-222.7369.ch2-vs-E-MEXP-222.7369.ch1	ZnSO4:1
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	STRAIN.MG1655:1
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	TEMPERATURE:37°C
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	GROWTH.EXPONENTIAL:1
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	BIOREACTOR:1
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	MEDIUM.GGM:1
E-MEXP-222.7370.ch1-vs-E-MEXP-222.7370.ch2	ZnSO4:1
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	STRAIN.MG1655:1
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	TEMPERATURE:37°C
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	GROWTH.EXPONENTIAL:1
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	BIOREACTOR:1
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	MEDIUM.GGM:1
E-MEXP-222.7371.ch2-vs-E-MEXP-222.7371.ch1	ZnSO4:1
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	STRAIN.MG1655:1
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	TEMPERATURE:37°C
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	GROWTH.EXPONENTIAL:1
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	BIOREACTOR:1
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	MEDIUM.GGM:1
E-MEXP-244.7576.ch1-vs-E-MEXP-244.7576.ch2	HOCl:1
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	STRAIN.MG1655:1
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	TEMPERATURE:37°C
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	GROWTH.EXPONENTIAL:1
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	BIOREACTOR:1
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	MEDIUM.GGM:1
E-MEXP-244.7577.ch2-vs-E-MEXP-244.7577.ch1	HOCl:1
E-MEXP-244.7578.ch1-vs-E-MEXP-244.7578.ch2	STRAIN.MG1655:1
E-MEXP-244.7578.ch1-vs-E-MEXP-244.7578.ch2	TEMPERATURE:37°C
